original,predicted
0.42020559769231625,0.42379928794443145
0.42166831872468546,0.42594510712389694
0.421738856033353,0.42584858238572026
0.4191735254918121,0.4235134262198314
0.41516403636755134,0.4200867980145604
0.4122868566719013,0.41735069293624544
0.4095915889828149,0.4147816499047746
0.4067478216965337,0.4118524953501064
0.4034956805179666,0.41013732500250594
0.3981682574686016,0.4022445714116
0.39312298365390685,0.39864716866955496
0.386841450692565,0.3915377504538519
0.37938305842345404,0.381918689045556
0.37312008791176154,0.3776084882369757
0.36873192481465394,0.3730458381131641
0.36386485051659295,0.3681082265064356
0.35795085405830834,0.3627770909671407
0.35155423390914053,0.3585894023262462
0.34480121472670505,0.3515133965199119
0.3376843715311422,0.344140391519188
0.33133230126113283,0.3373725223770331
0.3258972160038016,0.3336377575075828
0.3221476011746318,0.33034477893978714
0.32001291946495597,0.32828805951863854
0.3191330593515765,0.326721388768233
0.31719885209811366,0.3246164069779961
0.3151347076971054,0.32240005048986303
0.31288122630967363,0.31993866966635853
0.310883906727403,0.3174550139032748
0.30891257457464144,0.3155876314685496
0.3073199163947268,0.31697981519225127
0.30705261711977605,0.316872152984285
0.30835198859523094,0.31837571140588283
0.3091650238898727,0.31921473413003365
0.30964393509082605,0.319262996499122
0.3098741094664781,0.3194560459754753
0.31137766788807586,0.3188954599960648
0.313100263215536,0.3206106303436652
0.31433652236218307,0.3226524998050943
0.3161964798170485,0.32422288304542973
0.3186949855398517,0.326316727365877
0.3206069178537353,0.3277163360694384
0.32248915024818,0.3289971450952439
0.32406695846837513,0.3309759022278652
0.32596775331246913,0.33347069546073854
0.32730053719729285,0.33603602600227944
0.33029280408076894,0.3385753691143113
0.33344470803122944,0.34182379780294847
0.3368824737062901,0.3450425265721467
0.3398153407508882,0.3476152820935473
0.3419203225411251,0.34978337621259203
0.3441923663782062,0.3523004443850446
0.3458629868466482,0.3542346516385074
0.3465757849131834,0.35302809241129934
0.346041186363282,0.35283504293494605
0.3465275225440951,0.35354041602162156
0.3481201807240098,0.35489547484602446
0.3490817156158464,0.35366664067923714
0.3499504382594362,0.356031496764565
0.35036994962151163,0.35636933334818327
0.34958290175637896,0.35512936171160636
0.34901489079710873,0.35483236251721667
0.3486807667034203,0.355081099342518
0.3499949881385947,0.35629879603951575
0.35094909805057156,0.35770582972293685
0.3521853571972186,0.3570375815355601
