original,predicted
0.37263346362561295,0.3838734752671851
0.3803294270209733,0.3869975427440954
0.3878485564082066,0.39074052924945013
0.39445772746195307,0.39646553026256165
0.3992985584344296,0.4006911262484297
0.40478041268636644,0.40642717938704914
0.41026226693830337,0.412439535663367
0.415961479658563,0.417726135697997
0.4222501390725793,0.4243831992956112
0.4290103558416009,0.4328454433928552
0.4308855331361143,0.4328159710581673
0.432167579695035,0.43412380590993993
0.4342969558762309,0.4343448484200987
0.4361021363758607,0.4366657947767655
0.4392888325639826,0.44012511006074984
0.4433449626253956,0.44459753684962844
0.44743056502149636,0.4502304368168405
0.447677395824507,0.4505141080382109
0.44732372780825297,0.4486573509528774
0.4452311920454169,0.44861314245084566
0.44345916792231094,0.44717268209297784
0.4420776522338188,0.4461043099605439
0.44003669305668636,0.44482963148529514
0.4373215542235698,0.44229501070214156
0.4341422261191198,0.4391819953507392
0.43156339683393447,0.43709682767157504
0.42969927166492905,0.43501534403424685
0.4282698634325691,0.4331622709907494
0.42731569659705054,0.43162970958698205
0.4271499147144315,0.42965874720473324
0.4244716162996747,0.4270246572920082
0.4222132986542195,0.42613311916770125
0.4185624131947642,0.42300168360711904
0.4159320073238752,0.41799507075202347
0.41313213552853106,0.41550097442906564
0.41116117314628225,0.41507730961792805
0.40905758525793817,0.4125500569184464
0.405215129623012,0.40700557395529785
0.402916287517361,0.404334643624213
0.40048113586377887,0.40316680236220764
0.3970770812073342,0.40035587844135556
0.393411459580535,0.396052917576932
0.3909542036759369,0.3950250699046938
0.38907165829775164,0.39258991825111167
0.3864596726360425,0.39022844743424906
0.3842124071160952,0.38857431264989445
0.3818693565084125,0.38704911932979913
0.37962577503030126,0.3866401906860054
0.37800111258063446,0.3843892411242222
0.3753670226679094,0.3814677959482908
0.3729023986796394,0.3792536868048674
0.37085038737699905,0.3770174734104281
0.36908573133756506,0.37509808761388297
0.36625270316569714,0.37167929679009437
0.36309916335409903,0.3686804867356074
0.3585456876448289,0.36416753548653297
0.3545079777925958,0.36030297560059094
0.35049974027505054,0.3565342008023843
0.3470035845727064,0.35257017178687083
0.34449843612424064,0.3519586208420983
0.3423543237757008,0.3492729543436695
0.340383361393452,0.34778460144193396
0.3390902627090233,0.34685622289926726
0.33769401085318723,0.3456404890933941
0.337207717330838,0.34509525090166926
0.3371929811634941,0.34460527333748403
0.33692404610946763,0.34394582984884375
0.33600303565047285,0.3424611609889442
0.3348867709741712,0.3400075891261821
0.33455889125076904,0.3402728401383726
0.3348278263047955,0.3414885739442457
0.3359956675668009,0.3427264120011347
0.3376498023511555,0.3459831049841402
0.3400996901720816,0.34836668005201865
