original,predicted
0.4271927437641723,0.4350657596371882
0.4325079365079365,0.43787392290249433
0.43805895691609975,0.4420172335600907
0.43881360544217685,0.4436861678004535
0.43748934240362813,0.4406095238095238
0.4377795918367347,0.4407546485260771
0.4397242630385488,0.44239092970521543
0.4419265306122449,0.4445351473922903
0.4448544217687075,0.4472344671201814
0.4482068027210884,0.45176961451247166
0.4455655328798186,0.4492770975056689
0.4425650793650794,0.4444625850340136
0.43978231292517006,0.4416471655328798
0.43781224489795917,0.4400036281179138
0.4355083900226757,0.43764897959183674
0.43400634920634923,0.43826938775510205
0.43205079365079363,0.4366730158730159
0.4268952380952381,0.43116553287981857
0.42014331065759636,0.42429750566893426
0.4137650793650794,0.4178721088435374
0.4081124716553288,0.41177687074829933
0.4035229024943311,0.4068934240362812
0.3996190476190476,0.4043210884353742
0.3929795918367347,0.39764172335600906
0.3845696145124717,0.3900698412698413
0.37698684807256233,0.3825342403628118
0.3700172335600907,0.37531791383219953
0.3639691609977324,0.37124353741496596
0.35806984126984126,0.3654131519274376
0.35229387755102043,0.3586612244897959
0.3450630385487528,0.35101315192743765
0.3386521541950113,0.34418140589569163
0.3325641723356009,0.337621768707483
0.32762267573696147,0.3330031746031746
0.3234938775510204,0.3290956916099773
0.3207219954648526,0.32765532879818593
0.31865759637188207,0.3256598639455782
0.31732244897959183,0.32452063492063493
0.31741315192743763,0.32482539682539685
0.31891156462585035,0.32653061224489793
0.321124716553288,0.3286566893424036
0.3245569160997732,0.3327637188208617
0.3292081632653061,0.33622857142857143
0.3338557823129252,0.34262857142857145
0.33872834467120183,0.34526621315192746
0.3430204081632653,0.3511437641723356
0.3464562358276644,0.3550730158730159
0.3494639455782313,0.35605260770975056
0.35324444444444447,0.36024308390022675
0.3575292517006803,0.36467301587301587
0.36093242630385486,0.3684426303854875
0.364172335600907,0.37031473922902497
0.3685551020408163,0.3763591836734694
0.3734965986394558,0.3807927437641723
0.3774004535147392,0.3845260770975057
0.3803972789115646,0.3864308390022676
0.3835392290249433,0.3904145124716553
0.3854839002267574,0.39374875283446714
0.3851936507936508,0.39362902494331065
0.3843591836734694,0.3927328798185941
0.38150748299319726,0.3875301587301587
0.38019773242630384,0.38641632653061225
0.38023038548752836,0.38593378684807256
0.38165260770975057,0.38737414965986394
0.38476190476190475,0.38985215419501135
0.38524807256235827,0.39088253968253966
0.3865650793650794,0.3925442176870748
0.3883065759637188,0.3942421768707483
0.39050884353741494,0.39636462585034016
0.3926312925170068,0.4009324263038549
0.39459773242630386,0.4023038548752835
0.3954684807256236,0.40364263038548753
0.39619773242630385,0.40184308390022677
0.394790022675737,0.4024634920634921
0.3928126984126984,0.4002249433106576
0.3891374149659864,0.3939192743764172
0.38455510204081633,0.3902512471655329
0.38098503401360545,0.3865433106575964
0.3784126984126984,0.38348117913832197
0.37562267573696145,0.38272290249433105
0.3730684807256236,0.3778539682539683
0.3698176870748299,0.3767546485260771
0.3660408163265306,0.3730358276643991
0.36306213151927436,0.36968344671201814
0.360518820861678,0.3670167800453515
0.35738049886621315,0.363827664399093
0.353059410430839,0.3595174603174603
0.34986666666666666,0.35825487528344674
0.3474975056689342,0.3562739229024943
0.34515374149659866,0.35342585034013607
0.3412825396825397,0.34829931972789113
0.3383002267573696,0.34799455782312927
0.3364063492063492,0.3463038548752834
0.3347374149659864,0.345037641723356
0.33254240362811793,0.3427591836734694
0.3300353741496599,0.3398857142857143
0.3282430839002268,0.3376181405895692
0.32693333333333335,0.336453514739229
0.32672290249433106,0.3341387755102041
0.3271873015873016,0.3344580498866213
0.3286349206349206,0.3373641723356009
0.33093514739229024,0.3393124716553288
0.33196916099773244,0.3406621315192744
0.3330176870748299,0.3392036281179138
0.33412063492063493,0.3423673469387755
0.3360689342403628,0.3447401360544218
0.33824943310657596,0.3490757369614512
0.34003809523809525,0.34948208616780047
0.3417578231292517,0.3518004535147392
0.34402539682539685,0.35349115646258505
0.3463873015873016,0.35615056689342406
0.34940952380952384,0.3571410430839002
0.3517532879818594,0.3608526077097506
0.35295419501133785,0.3604643990929705
0.3544780045351474,0.36160362811791386
0.3563609977324263,0.3632580498866213
0.3588172335600907,0.3653732426303855
0.35946303854875283,0.3655437641723356
0.35885351473922905,0.3651628117913832
0.358421768707483,0.36473832199546485
0.3584036281179138,0.36448072562358275
0.35960816326530615,0.3656852607709751
0.36074739229024944,0.3676625850340136
0.3626231292517007,0.3692952380952381
0.3646984126984127,0.3715773242630385
0.36769886621315195,0.3724988662131519
0.37207437641723357,0.37635555555555555
0.3760471655328798,0.3802557823129252
0.3797732426303855,0.38490340136054424
0.3833469387755102,0.3905233560090703
0.3853750566893424,0.3928780045351474
0.3865614512471655,0.39371972789115645
0.3861043083900227,0.3912816326530612
0.3848417233560091,0.39078820861678004
0.384409977324263,0.39026213151927436
0.3835356009070295,0.38943492063492063
0.3837931972789116,0.3915718820861678
0.38290793650793653,0.39225759637188207
0.3824580498866213,0.390897052154195
0.3819718820861678,0.3901387755102041
